법명,조문명,id,조문내용
개별소비세 집행기준,집행기준 15－22－1【수출면세승인신청시 제출서류 및 수출면세반출승인신청서에 첨부하는 서류의 효력】,2018004634,집행기준 15－22－1【수출면세승인신청시 제출서류 및 수출면세반출승인신청서에 첨부하는 서류의 효력】 ① 관할 세무서장 및 세관장에게 수출면세승인신청을 할 때에는 수출면세반출신청서와 함께 수출신용장ㆍ구매계약서ㆍ수출계약서ㆍ수출허가서 등의 서류를 제출하여야 한다. ② 수출면세반출승인신청(신고)서에 첨부된 수출신용장상의 선적기일이 이미 경과되었다 하더라도 그 신용장으로 수출할 수 있다는 증빙서를 별도로 첨부하는 경우에는 수출면세반출승인신청(신고)을 할 수 있다.
개별소비세 집행기준,집행기준 16－0－1【외교관면세의 정의】,2018004635,"집행기준 16－0－1【외교관면세의 정의】 &lt;a href=JavaScript:LawHyper(""044501LW101600""); class=clsHyper&gt;법 제16조&lt;/a&gt;에 따른 ""외교관면세""란 국내에 주재하는 외국공관과 영사기관, 국제연합과 이에 준하는 국제기구 등에서 공용품으로 사용할 목적으로 제조장에서 반출하거나 보세구역에서 반출하는 물품과 주한외교관이나 원조사절 및 그 가족이 자가사용하기 위하여 수입하는 물품에 대하여 세액을 부담시키지 않는 제도를 말한다."
개별소비세 집행기준,집행기준 16－0－2【외국공관이 공용품에 해당하는 과세물품을 3년 내에 타인에게 양도하는 경우 등 개별소비세 징수 방법】,2018004636,"집행기준 16－0－2【외국공관이 공용품에 해당하는 과세물품을 3년 내에 타인에게 양도하는 경우 등 개별소비세 징수 방법】 주한외교관 등이 공용품으로 사용할 목적으로 수입하거나 제조장에서 구입하여 개별소비세를 면제받은 물품을 면세승인일로부터 3년 내에 타인에게 양도하거나 타인이 소지한 경우에는 이를 양수한 자, 소지한 자가 반출 또는 수입신고를 한 것으로 개별소비세를 징수하고, 이때의 과세표준은 양수한 금액으로 한다."
개별소비세 집행기준,집행기준 16－0－3【주한외교공관의 범위】,2018004637,집행기준 16－0－3【주한외교공관의 범위】 주한외교공관이란 주한 외국의 대사관ㆍ공사관ㆍ영사관(명예영사 제외) 및 특권과 면제에 관하여 공관에 준하는 대우를 받는 외국기관과 국제연합전문기구(그 주재기관을 포함한다) 등과 문화체육관광부장관의 인가를 받아 설립한 외신기자클럽을 말한다.
개별소비세 집행기준,집행기준 16－0－4【면세대상 주한외교공관 등의 공용품의 정의】,2018004638,"집행기준 16－0－4【면세대상 주한외교공관 등의 공용품의 정의】 개별소비세를 면제하는 주한외교공관 등의 ""공용품""이란 외교공관 등이 공용에 사용하기 위하여 해당 공관 등의 예산으로 구입하고 또한 구입 후에 해당 공관 등의 자산 또는 비품으로 처리하는 물품을 말한다."
개별소비세 집행기준,집행기준 16－0－5【주한외교관 등이 수입하는 자가용품의 범위】,2018004639,"집행기준 16－0－5【주한외교관 등이 수입하는 자가용품의 범위】 주한외교관 등과 그 가족이 자가용품으로 수입하는 과세물품에 대하여는 개별소비세를 면제하나, 과세물품의 수입업자가 수입ㆍ통관하여 보관하던 물품을 주한외교관 등과 그 가족에게 판매하는 경우에는 개별소비세 면제대상에 해당하지 아니한다."
개별소비세 집행기준,집행기준 17－0－1【외국인전용판매장 면세의 의의 및 적용대상 과세물품 등】,2018004640,"집행기준 17－0－1【외국인전용판매장 면세의 의의 및 적용대상 과세물품 등】 ① &lt;a href=JavaScript:LawHyper(""044501LW101700""); class=clsHyper&gt;법 제17조&lt;/a&gt;에 따른 ""외국인전용판매장면세""란 비거주자 또는 주한외교관 등에게 외화를 받고 판매하기 위하여 정부가 지정하는 장소에 특정한 과세물품을 판매 또는 반출하는 경우 세액을 부담시키지 아니하는 제도를 말한다. ② 외국인전용판매장에서 개별소비세를 부담하지 아니하고 물품을 구입한 자가 출국 당시 그 물품을 소지하지 아니한 경우에는 그 구입자로부터 개별소비세를 징수한다 ③ 외국인전용판매장에서 개별소비세를 면제받아 반입된 물품을 해당 판매장에서 구입할 수 없는 자가 소지한 경우에는 그 소지한 자로부터 개별소비세를 징수한다. 다만, 해당 경영자가 구입자로부터 개별소비세를 징수한 사실이 확인되는 경우에는 그러하지 아니한다. ④ 외교관전용판매장에서 개별소비세를 면제받을 수 있는 물품은 아래와 같다. ㆍ 보석과 이를 사용한 제품 ㆍ 귀금속 제품 ㆍ 골패(骨牌)와 화투류 ㆍ 고급 가구 ㆍ 방향용 화장품 ㆍ 고급 융단 ㆍ 고급 가방"
개별소비세 집행기준,집행기준 17－0－2【외국인전용판매장에서 과세ㆍ비과세물품을 함께 구입하고 대가의 일부를 원화로 결제한 경우 과세대상 구분】,2018004641,"집행기준 17－0－2【외국인전용판매장에서 과세ㆍ비과세물품을 함께 구입하고 대가의 일부를 원화로 결제한 경우 과세대상 구분】 외국인관광객 등이 &lt;a href=JavaScript:LawHyper(""044501LW101700""); class=clsHyper&gt;법 제17조&lt;/a&gt;에 따른 외국인전용판매장에서 개별소비세 과세물품과 비과세물품을 구입하고 대금결제시 일부는 외화로 결제하고 일부는 원화로 결제한 경우 여러가지 상품대가 중 개별소비세 과세물품 외의 물품을 먼저 원화로 결제한 것으로 보며 그 후에도 원화결제금액이 남아 있다면 남아있는 금액을 개별소비세 과세물품의 원화결제금액으로 본다."
개별소비세 집행기준,집행기준 18－0－1【조건부면세의 의의】,2018004642,집행기준 18－0－1【조건부면세의 의의】 “조건부면세”란 국가시책으로 특정한 용도에 사용되는 과세물품을 판매장에서 판매하거나 제조장 또는 보세구역으로부터 반출함에 있어 일정한 조건을 달아 세액을 부담시키지 않는 제도를 말한다.
개별소비세 집행기준,집행기준 18－0－2【조건부면세 대상 물품 구분】,2018004643,"집행기준 18－0－2【조건부면세 대상 물품 구분】 &lt;img src=""http://www.taxnet.co.kr/images/jh/0445/044518-0-2.jpg""&gt; &lt;img src=""http://www.taxnet.co.kr/images/jh/0445/044518-0-2(1).jpg""&gt;"
개별소비세 집행기준,집행기준 18－0－3【표본 또는 참고품의 범위】,2018004644,"집행기준 18－0－3【표본 또는 참고품의 범위】 &lt;a href=JavaScript:LawHyper(""044501LW101800""); class=clsHyper&gt;법 제18조&lt;/a&gt; 제1항 제6호에 따라 면세대상이 되는 학교 등에서 교재로 사용하는 “표본 또는 참고품”이란 학교 등에서 연구ㆍ실험 등의 대상이 되는 교재용 물품을 말하며, 과세물품의 본래의 용도로 사용되는 것은 표본 또는 참고품에 해당하지 아니한다."
개별소비세 집행기준,집행기준 18－0－4【원자로ㆍ원자력 또는 동위원소의 생산ㆍ사용ㆍ개발에 공하거나 제조원료로 사용하는 물품의 범위】,2018004645,집행기준 18－0－4【원자로ㆍ원자력 또는 동위원소의 생산ㆍ사용ㆍ개발에 공하거나 제조원료로 사용하는 물품의 범위】 원자로ㆍ원자력 또는 동위원소의 생산ㆍ사용ㆍ개발에 제공되는 시설자재나 그 물품의 제조용 원료로 사용하는 물품은 개별소비세를 면제하는 것이나 교육목적으로 사용하는 물품은 면제하지 아니한다.
개별소비세 집행기준,집행기준 18－0－5【외국항행선박의 범위】,2018004646,"집행기준 18－0－5【외국항행선박의 범위】 조건부면세대상이 되는 “외국항행선박 등에서 사용하는 석유류”에서 ‘외국항행선박’이란 “외국의 선박과 「해운법」에 따라 사업면허를 받거나 등록한 외국항행사업자가 운항하는 선박으로서 외국을 항행하는 우리나라의 선박”을 말하는 것으로써, 수ㆍ해양ㆍ어업분야 학생실습, 연구ㆍ조사 등을 하는 대학실습선은 이에 해당하지 아니한다."
개별소비세 집행기준,집행기준 18－0－6【석유화학공업용 원료로 사용하는 석유류의 범위】,2018004647,"집행기준 18－0－6【석유화학공업용 원료로 사용하는 석유류의 범위】 ① &lt;a href=JavaScript:LawHyper(""044501LW101800""); class=clsHyper&gt;법 제18조&lt;/a&gt; 제1항 제10호의 “석유화학공업”이란 석유, 천연가스 또는 정유폐가스를 화학적으로 처리하여 저급탄화수소류를 제조하는 공업과 저급탄화수소류, 방향족 탄화수소류, 석유, 천연가스 또는 정유폐가스를 주원료로 하여 합성 수지, 합성섬유, 합성세제, 가소제 등 석유화학제품의 원료를 제조하는 공업을 말한다. ② 석유화학공업용 원료로 사용하는 석유류에 해당하는 경우 예시 등유(경유)를 원료로 하여 증류공정ㆍ수첨공정을 이용하여 탄화수소 별로 분리, 인체에 유해성분을 제거한 용제로 석유화학제품 제조에 직접 사용하는 경우 ③ 석유화학공업용 원료로 사용하는 석유류에 해당하지 않는 경우 예시 제품의 본질을 변화시키는 것이 아니고 물리적으로 점성을 저하시키는 용제로 사용되는 등유는 석유화학제품(에틸렌, 프로필렌등)제조에 사용된 것으로 보지 아니한다."
개별소비세 집행기준,집행기준 18－0－7【조건부면세 자동차대여사업용 승용자동차의 범위】,2018004648,"집행기준 18－0－7【조건부면세 자동차대여사업용 승용자동차의 범위】 「여객자동차운수사업법」상의 자동차대여업을 운영하는 자(렌트카사업자)가 「여신전문금융업법」상의 시설대여업자(리스사)로부터 승용자동차를 대여받아 자동차대여업용으로 사용하는 경우, 제조장 또는 보세구역 반출시점에 자동차매매계약서, 자동차대여사업등록증, 수입신고서 및 그 부속서류 등으로 실수요자(렌트카사업자)의 확인이 가능하고, 실수요자의 명의로 자동차등록을 하는 경우에는 조건부 면세대상에 해당한다."
개별소비세 집행기준,집행기준 18－0－8【면세 승용자동차의 사후관리】,2018004649,"집행기준 18－0－8【면세 승용자동차의 사후관리】 ① 조건부면세로 반입한 승용자동차를 5년 이내 그 용도를 변경하거나 양도하는 때에는 &lt;a href=JavaScript:LawHyper(""044501LW203300""); class=clsHyper&gt;영 제33조&lt;/a&gt;에 따라 개별소비세 징수시 과세표준 계산은 &lt;a href=JavaScript:LawHyper(""044501LW201200""); class=clsHyper&gt;영 제12조&lt;/a&gt; 제7호 단서 및 국세청고시 제2014-6호(2014.3.1.)호에 따른다. ② 자동차대여사업체를 포괄적으로 양도ㆍ양수하거나 합병하는 경우에는 조건부면세로 반입한 차량을 양도한 것으로 보지 아니하며, 조건부면세로 반입한 승용자동차를 같은 용도에 사용하기 위하여 재반출하는 때에는 &lt;a href=JavaScript:LawHyper(""044501LW101800""); class=clsHyper&gt;법 제18조&lt;/a&gt; 제5항에 따라 처음 반출할 때와 같은 절차에 따라 개별소비세를 면제받을 수 있다. ③ 주한외교관용 승용자동차로서 면세로 구입한 물품을 구입한 날로부터 3년 이내에 타인에게 양도한 경우에는 양수한 금액을 과세표준으로 하여 양수인으로부터 면세된 세액을 징수한다."
개별소비세 집행기준,집행기준 18－0－9【면세 승용자동차의 용도변경 등으로 개별소비세를 징수하는 경우 과세표준 계산방법】,2018004650,"승용자동차의 용도별 종류에 따라 경과연수에 의하여 적용할 잔존가치율은 다음과 같으며, 아래 ‘바’의 “과세가격 계산”시 경과연수를 기준으로 적용한다. 다만, 영업용 승용자동차를 6월내 용도변경 또는 양도하는 경우에는 0.800을 적용한다. &lt;img src=""http://www.taxnet.co.kr/images/jh/0445/044518-0-9.jpg""&gt; 바. 과세가격 계산 개별소비세 과세가격결정은 조건부면세승용자동차 반입연월일을 기준으로 하여 용도변경 또는 양도한 날까지의 경과연수에다 잔존가치율을 곱하여 산정한 것(천원 미만의 금액은 절사)으로 한다. 다만, 천재지변으로 인한 피해를 입은 사실이 확인되는 경우에는 다음의 증빙서류를 첨부하여 실지거래가액과 보험금(보상금)지급가액을 합한 금액으로 과세가격을 산정할 수 있다. ㈀ 지방자치단체장이 발급한 풍수해 등으로 인한 피해사실확인서 ㈁ 보험(공제)가입증명서 및 보험금(보상금)지급내역서 &lt;img src=""http://www.taxnet.co.kr/images/jh/0445/044518-0-9(1).jpg""&gt; 1. 조건부면세받은 승용자동차는 취득 당시의 가액으로 한다. 2. 제1호에 의한 취득 당시의 가액은 제조장에서 반출하는 경우에는 반출가격(보세구역에서 반출하는 경우에는 수입가격) 또는 거래가격으로 한다. 3. 제조장에서 면세가격으로 취득한 승용자동차에 대하여는 승용자동차 개별소비세 면세반출신고서(승용자동차 개별소비세 면세반출 신고서)의 면세대상물품명세서에 기재된 반출가격으로 한다. 4. 제1호의 규정에 의한 취득 당시의 가액이 연부로 취득하는 경우에는 총연부금액으로 한다. 5. &lt;a href=JavaScript:LawHyper(""044500LW101800""); class=clsHyper&gt;「개별소비세법」제18조&lt;/a&gt; 제5항의 규정에 따라 개별소비세 면세를 받아 반입지에 반입한 물품을 같은 용도로 사용하기 위하여 재반출하는 경우 재반입자의 취득가액은 제2호 내지 제4호의 가격으로 한다 6. 제1호의 규정에 따른 취득 당시의 실지거래가격이 없거나 양도가액이 시가와 현저한 차이가 있어 과세가격산정액을 적용하기가매우 불합리하다고 인정되는 경우에는 지방세법에 따른 취득세 시가표준액으로 한다. 7. 제6호에 적용하는 취득세 시가표준액은 서울특별시가 결정한 것을 준용한다. 나. 반입연월일 1. 제조장에서 반출하는 승용자동차는 자동차등록증상 신규등록한 날 2. 당초 면제를 받아 반입한 승용자동차가 동일한 용도에 사용하기 위하여 재반출한 경우에는 변경등록한 날 3. 보세구역에서 반출한 승용차에 대하여는 수입신고한 날. 다만, 수입신고한 날을 알 수 없는 경우에는 자동차등록증상 신규등록한 날 다. 용도변경 또는 양도 등 연월일 1. 당초 면제받은 승용자동차 반입자가 용도변경 또는 양도 등을 한 경우에는 양수자가 자동차 등록변경한 날. 이 경우 자동차등록변경을 하지 아니한 때에는 용도변경 또는 양도일로부터 15일이 되는 날 2. 장애인과 주민등록표상 세대를 함께하는 장애인의 배우자, 직계존ㆍ비속, 형제자매, 직계비속의 배우자와 공동구입ㆍ등록한 경우에는 주민등록표상 전출한 날 3. 당초 면제받은 승용자동차 반입자가 소정용도에 사용하지 아니하고, 타인이 사용할 경우에는 타인이 실제 사용을 하게 한 날 4. 자동차대여사업용으로서 여객운송에 사용되는 승용자동차 중 최초 반입일로부터 3개월 초과후 동일인 또는 동일법인에게 대여하여 대여한 기간의 합이 반입일로부터 3년이내 기간에 6개월을 초과하는 경우에는 동일인 또는 동일법인에게 최초로 대여한 날 5. 증여, 상속, 공매, 경매 또는 담보물의 처분 등의 경우에는 해당 사실이 발생한 날 6. 노후한 장애인 전용승용차를 교체하거나 폐차하기 위하여 장애인 전용승용차를 취득한 후 3개월 이내 처분하지 않은 경우에는 신차량을 반입한 날  라. 경과연수 “나”목 반입연월일을 기준으로 한 날로부터 “다”목 용도변경 또는 양도 등 연월일을 기준으로 한 날까지의 기간을 계산하여 적용한다. 단, “나”목 제2호의 경우 반입연월일은 “나”목 제1호 및 제3호로 한다. 마. 잔존가치율 집행기준 18－0－9【면세 승용자동차의 용도변경 등으로 개별소비세를 징수하는 경우 과세표준 계산방법】 조건부면세로 반입한 승용자동차를 5년 이내 그 용도를 변경하거나 양도한 사유로 개별소비세를 징수하는 경우 과세표준은 다음과 같은 방법으로 계산한다. 가. 취득가격"
개별소비세 집행기준,집행기준 18－0－10【면세대상 석유류 및 군인 등에 판매하는 물품의 면세적용 방법】,2018004651,"집행기준 18－0－10【면세대상 석유류 및 군인 등에 판매하는 물품의 면세적용 방법】 ①&lt;a href=JavaScript:LawHyper(""039500LW411100""); class=clsHyper&gt;「조세특례제한법」제111조&lt;/a&gt;(석유류에 대한 면세) 및 &lt;a href=JavaScript:LawHyper(""039500LW411400""); class=clsHyper&gt;제114조&lt;/a&gt;(군인 등에 대하여 판매하는 물품에 대한 면세)에 따라 면세를 받으려는 자는 조건부면세반출승인신청서에 다음 각 호의 서류를 붙여 해당 물품을 반출할 때에(수입물품의 경우에는 그 수입신고시부터 수입신고수리 전까지) 관할 세무서장 또는 세관장에게 제출하여 그 승인을 얻어야 한다. 다만, 관세의 면제를 받기 위하여 증명된 사항에 관하여는 해당 서류를 붙이지 아니한다. 1. &lt;a href=JavaScript:LawHyper(""039500LW411100""); class=clsHyper&gt;「조세특례제한법」제111조&lt;/a&gt;의 경우에는 석유류공급계약서 2. &lt;a href=JavaScript:LawHyper(""039500LW411400""); class=clsHyper&gt;「조세특례제한법」제114조&lt;/a&gt;의 경우에는 납품계약서, 국방부 조달본부장 또는 군단위부대의장이 발행한 납품요구서 ② 제1항의 신청을 받은 세무서장 또는 세관장이 이를 승인하는 때에는 그 신청서에 준하는 내용의 승인서를 발급하고 반입지관할세무서장에게 그 뜻을 통지한다. ③ 제1항에 따라 반입장소에 반입한 자는 해당 물품을 반입지에 반입한 날이 속하는 달의 다음달 15일까지 그 반입사실을 반입지 관할 세무서장에게 신고하여야 한다. ④ 제1항의 물품으로서 반입장소에 반입된 사실을 반출지관할세무서장 또는 세관장이 지정하는 기한 내에 증명하지 아니한 것에 대하여는 반출자로부터 개별소비세를 징수한다. ⑤ 제3항 및 제4항의 경우&lt;a href=JavaScript:LawHyper(""039500LW411100""); class=clsHyper&gt;「조세특례제한법」제111조&lt;/a&gt; 제1항 제1호 및 같은 &lt;a href=JavaScript:LawHyper(""044501LW111400""); class=clsHyper&gt;법 제114조&lt;/a&gt;에 따른 물품에 대한 반입신고서 및 반입증명서는 국군복지단장이 발행한 납품증명서로 대신할 수 있으며 같은 &lt;a href=JavaScript:LawHyper(""044501LW111100""); class=clsHyper&gt;법 제111조&lt;/a&gt; 제1항 제2호에 따른 물품에 대한 반입증명서는 다음 각 호의 서류로 대신할 수 있다. 1. 수산업협동조합중앙회에 직접 공급하는 석유류의 경우에는 수산업협동조합중앙회장이 발행한 유류구입증명서 및 반입지수산업협동조합장의 유류인수확인서 2. 농업협동조합중앙회에 직접 공급하는 석유류의 경우에는 농업협동조합중앙회장이 발행한 유류구입증명서 및 반입지단위농업협동조합장의 유류구입확인서 3. 한국해운조합에 직접 공급하는 석유류의 경우에는 한국해운조합회장이 발행한 유류구입증명서 및 한국해운조합지부장 또는 출장소장의 유류인수확인서 ⑥ 세무서장 또는 세관장은 면세승인신청서상 작성하는 각종 서류 중에서 군사기밀이 누설될 우려가 있다는 국방부 조달본부장 또는 군단위부대의 장의 의견표시가 있는 때에는 이의 기재를 아니하게 할 수 있다. ⑦ &lt;a href=JavaScript:LawHyper(""039500LW411100""); class=clsHyper&gt;「조세특례제한법」제111조&lt;/a&gt;ㆍ&lt;a href=JavaScript:LawHyper(""044501LW411400""); class=clsHyper&gt;제114조&lt;/a&gt;에 따라 제조장으로부터 반출하는 물품에 대하여 면세를 받으려는 자가 &lt;a href=JavaScript:LawHyper(""044501LW201902""); class=clsHyper&gt;영 제19조의2&lt;/a&gt;에 따른 면세반출승인신청 등에 대한 특례규정을 준용하는 경우에는 제1항은 이를 적용하지 아니한다."
개별소비세 집행기준,집행기준 18－0－11【부패ㆍ파손 등으로 폐기된 면세구입 물품에 대한 사후관리 방법】,2018004652,"집행기준 18－0－11【부패ㆍ파손 등으로 폐기된 면세구입 물품에 대한 사후관리 방법】 주한외교관용 승용자동차 및 &lt;a href=JavaScript:LawHyper(""039500LW411100""); class=clsHyper&gt;「조세특례제한법」제111조&lt;/a&gt;에 의한 면세대상 석유류를 면세로 구입한 날부터 5년 이내에 부패, 파손 또는 이와 유사한 사유로 해당 용도에 계속하여 사용할 수 없게 된 경우 관할 세무서장의 승인을 얻은 후 폐기한 때에는 면제된 세액을 징수하지 아니한다."
개별소비세 집행기준,집행기준 18－0－12【면세대상 석유류 및 주한외교관용 승용자동차에 대한 면세와 환급절차】,2018004653,"집행기준 18－0－12【면세대상 석유류 및 주한외교관용 승용자동차에 대한 면세와 환급절차】 면세대상 석유류 및 주한외교관용 승용자동차에 대한 면세절차 및 세액의 징수에 관하여는 &lt;a href=JavaScript:LawHyper(""044501LW101800""); class=clsHyper&gt;법 제18조&lt;/a&gt;(조건부 면세) 또는 &lt;a href=JavaScript:LawHyper(""012900LW101500""); class=clsHyper&gt;「교통ㆍ에너지ㆍ환경세법」제15조&lt;/a&gt;(조건부 면세)를 준용하며, 환급 또는 공제절차에 관하여는 &lt;a href=JavaScript:LawHyper(""044501LW102000""); class=clsHyper&gt;법 제20조&lt;/a&gt; 또는 &lt;a href=JavaScript:LawHyper(""012900LW101700""); class=clsHyper&gt;「교통ㆍ에너지ㆍ환경세법」제17조&lt;/a&gt;(세액의 공제와 환급)를 준용한다."
개별소비세 집행기준,집행기준 18－0－13【조건부 면세승용차 재반출(양도)시 면세절차】,2018004654,집행기준 18－0－13【조건부 면세승용차 재반출(양도)시 면세절차】 ① 조건부면세로 반입한 승용차를 반입일(차량등록일)로부터 5년 이내에 같은 용도로 사용하려는 자에게 재반출(양도)할 때에는 당초 반입자가 처음 반출할 때와 동일한 절차에 따라 제반신고의무를 이행하여야만 개별소비세를 조건부로 다시 면세받을 수 있다. ② 재반출(양도)시 조건부면세요건에 부합하는 경우 재반출(양도)한 날이 속하는 다음달 말일까지 개별소비세과세표준신고서(구비서류 첨부)를 관할 세무서장에게 신고하여야 한다. ③ 같은 용도로 사용하기 위한 재반출(양도)의 범위에는 당초 면세적용조건에 해당하는 모든 용도별 재반출을 포함한다. &lt;예&gt; 당초 용도 재반출 용도 장애인용 ⇒ 개인택시용 렌트카용 ⇒ 환자수송용 개인택시용 ⇒ 렌트카용 렌트카용 ⇒ 장애인용
개별소비세 집행기준,집행기준 18－0－14【장애인용 승용자동차의 조건부 면세 기준일】,2018004655,집행기준 18－0－14【장애인용 승용자동차의 조건부 면세 기준일】 장애인용 승용자동차에 대한 개별소비세 조건부면세요건 부합여부는 승용차 반출일을 기준으로 판정한다.
개별소비세 집행기준,집행기준 18－0－15【조건부면세 물품에 대한 용도변경】,2018004656,집행기준 18－0－15【조건부면세 물품에 대한 용도변경】 ① 용도변경에 해당되어 조건부 면세된 세액을 징수하여야 하는 사례 1. 개인택시면허자가 해당 면허를 5년 내에 양도한 때 2. 조건부면세로 구입한 영업용 승용자동차를 수출하고자 재반출하는 경우 3. 자동차대여업자가 영업용 승용자동차를 차량보유한도량 초과로 업무용 등으로 변경한 경우 4. 조건부 면세로 구입한 물품에 질권을 설정하는 때 ② 용도변경에 해당되지 않는 사례 1. 조건부 면세로 구입한 차량을 도난당하여 보험회사로부터 차량금액을 전액 보상받은 경우 2. 조건부 면세로 구입한 물품을 반입자의 사망으로 상속받아 피상속인의 권리ㆍ의무가 포괄적으로 승계하고 면세물품을 당초 면세용도에 따라 계속 사용하는 경우 3. 자동차대여사업체를 포괄적으로 양도ㆍ양수하거나 합병하는 경우
개별소비세 집행기준,집행기준 18－0－16【렌트카 대여업체의 대여기간】,2018004657,집행기준 18－0－16【렌트카 대여업체의 대여기간】 「여객자동차 운수사업법」에 따른 자동차대여사업용 승용자동차 중 면세 대상에서 제외되는 경우인 “구입일부터 3년 이내에 동일인 또는 동일법인에게 대여한 기간의 합이 6개월을 초과하는 것”에 있어 ‘대여한 기간의 합’이란 하나의 조건부면세 승용자동차를 기준으로 하여 동일인 또는 동일법인에게 대여한 기간의 합을 말한다.
개별소비세 집행기준,집행기준 18－0－17【동일인에게 6개월 초과 대여로 추징시 과세표준 및 세율】,2018004658,"집행기준 18－0－17【동일인에게 6개월 초과 대여로 추징시 과세표준 및 세율】 렌트카를 구입일로부터 3년 이내에 동일인 또는 동일법인에게 대여한 기간의 합이 6개월을 초과하는 경우, 조건부면세대상에서 제외되는 것이므로, 이 경우 당초 면제받았던 세액을 추징시 적용할 개별소비세 과세표준은 제조자의 당초 반출가격으로 하여 반출시 세율을 적용한다."
개별소비세 집행기준,집행기준 19－0－1【무조건면세의 의의】,2018004659,집행기준 19－0－1【무조건면세의 의의】 “무조건면세”란 국가의 시책으로 특정한 용도에 사용되는 과세물품을 판매장에서 판매하거나 제조장 또는 보세구역으로부터 반출함에 있어 아무런 조건을 붙이지 아니하고 세액을 부담시키지 않는 제도를 말한다.
개별소비세 집행기준,집행기준 19－0－2【무조건면세 대상 물품】,2018004660,"집행기준 19－0－2【무조건면세 대상 물품】 &lt;img src=""http://www.taxnet.co.kr/images/jh/0445/044519-0-2.jpg""&gt;"
개별소비세 집행기준,집행기준 19의2－0－1【입장행위의 면세 대상】,2018004661,"집행기준 19의2－0－1【입장행위의 면세 대상】 ① 「국민체육진흥법」에 따른 통합체육회 및 그 회원인 단체 또는 프로골프선수를 회원으로 하는 사단법인 중 문화체육관광부장관이 지정하는 단체가 개최하는 경기대회에 참가하는 선수가 대회 기간 중 경기 시설을 이용하거나 입장하는 경우 ② 통합체육회 및 그 회원인 단체가 개최한 경기대회에서 연 1회 이상 참가한 학생선수 중 성적순 상위 30% 이내에 든 골프선수와 그 단체에 등록된 정회원인 골프선수가 골프장에 입장하는 경우 ③ 외국인이나 「해외이주법」에 따른 해외이주자가 &lt;a href=JavaScript:LawHyper(""324700LW101100""); class=clsHyper&gt;「폐광지역개발 지원에 관한 특별법」제11조&lt;/a&gt;에 따라 허가받은 카지노에 입장하는 경우"
개별소비세 집행기준,집행기준 19의3－0－1【유흥음식행위의 면세 범위】,2018004662,집행기준 19의3－0－1【유흥음식행위의 면세 범위】 주한 국제연합군이나 미국군이 주둔하는 지역의 과세유흥장소 경영자로서 관할 세무서장의 지정을 받은 자가 외국군인에게 외화를 받고 제공하는 유흥음식행위에 대하여는 개별소비세를 면제한다.
개별소비세 집행기준,집행기준 20－0－1【개별소비세액의 공제와 환급】,2018004663,"집행기준 20－0－1【개별소비세액의 공제와 환급】 「개별소비세법」상 세액의 공제와 환급은 면세의 일종으로 사후면세제도의 성격이 있다. 즉, 사전면세를 받지 아니한 물품이 법정 면세용도에 공하여 진 경우에 이미 납부한 세액을 새로이 납부할 세액에서 공제하거나 기납부한 세액을 환급하는 제도이다. 1. 개별소비세액의 공제 이미 개별소비세가 납부되었거나 납부될 물품 또는 원재료가 다음 요건 중 어느 하나에 해당하는 경우에는 그 세액을 납부 또는 징수할 세액에서 공제한다. ?? 제조장 또는 보세구역으로부터 과세물품을 반입하여 다른 과세물품을 제조(제조의제 포함)ㆍ가공에 직접 사용하는 것으로서 그 물품이 다시 과세되는 경우 ?? 과세물품이 분해되었거나 미조립상태로 반출되는 경우에 제조장 또는 보세구역에서 가공ㆍ조립한 물품을 반출하는 것으로서 세액을 납부 또는 징수하는 경우 2. 개별소비세액의 환급 이미 개별소비세가 납부되었거나 납부될 물품 또는 원재료가 다음 요건 중 어느 하나에 해당하는 경우에는 이미 납부 또는 징수한 세액을 환급한다. 이 경우에 납부할 세액이 있는 때에는 이를 공제하고 나머지는 환급한다. ㆍ 과세물품 또는 과세물품을 사용, 제조ㆍ가공한 물품을 수출하거나 주한외국군에 납품하는 경우 ㆍ 개별소비세가 면제되는 물품과 그 물품의 원재료로 사용되는 물품의 경우 ㆍ 과세물품을 제조장(판매장)에 품질불량ㆍ변질ㆍ자연재해ㆍ「소비자보호법」사유로 환입한 경우로서 세무서장의 확인을 받은 경우 ㆍ 교통ㆍ에너지ㆍ환경세 과세물품이 개별소비세 과세물품의 원재료로 사용된 경우"
개별소비세 집행기준,집행기준 20－0－2【과세물품을 다른 과세물품의 제조ㆍ가공에 직접 사용한 경우 세액의 공제】,2018004664,"집행기준 20－0－2【과세물품을 다른 과세물품의 제조ㆍ가공에 직접 사용한 경우 세액의 공제】 이미 개별소비세가 납부되었거나 납부될 물품 또는 원재료를 해당 제조장 또는 보세구역으로부터 반입하여 다른 과세물품의 제조ㆍ가공에 직접 사용한 후, 해당 제품에 대한 세액을 납부 또는 징수하는 때에는 해당 제품의 제조ㆍ가공을 위하여 사용한 물품 또는 원재료에 대하여 이미 납부되었거나 납부될 세액을 &lt;a href=JavaScript:LawHyper(""044501LW102000""); class=clsHyper&gt;법 제20조&lt;/a&gt; 제1항 제1호에 따라 공제하고 납부 또는 징수한다. &lt;예&gt; 과세된 녹용을 반입하여 녹용제품의 제조ㆍ가공에 직접 사용하는 경우에 해당 녹용제품에 대한 세액을 납부 또는 징수하는 때에 녹용에 대하여 납부한 세액은 공제하고 납부 또는 징수한다."
